,Id,SalePrice
0,1461,147462.31
1,1462,127977.234
2,1463,163935.84
3,1464,187710.44
4,1465,174043.78
5,1466,169542.95
6,1467,172073.7
7,1468,154055.9
8,1469,183067.39
9,1470,123104.5
10,1471,230299.27
11,1472,95158.3
12,1473,96379.4
13,1474,152918.58
14,1475,82365.84
15,1476,324614.66
16,1477,243739.62
17,1478,282515.06
18,1479,282973.7
19,1480,463897.06
20,1481,311722.12
21,1482,201154.73
22,1483,160195.05
23,1484,162537.8
24,1485,166236.98
25,1486,190513.14
26,1487,339410.62
27,1488,247205.89
28,1489,173250.03
29,1490,193239.39
30,1491,184101.55
31,1492,118345.72
32,1493,221364.58
33,1494,295656.12
34,1495,276808.22
35,1496,210317.17
36,1497,182130.27
37,1498,166434.61
38,1499,168513.23
39,1500,166474.3
40,1501,165104.92
41,1502,156261.39
42,1503,247364.78
43,1504,226425.39
44,1505,198016.19
45,1506,191385.34
46,1507,242468.05
47,1508,202691.58
48,1509,164727.98
49,1510,138882.02
50,1511,124353.945
51,1512,159476.02
52,1513,126398.67
53,1514,142998.86
54,1515,204882.45
55,1516,144949.89
56,1517,163492.27
57,1518,107657.2
58,1519,226418.88
59,1520,107980.914
60,1521,116061.0
61,1522,170037.55
62,1523,90256.55
63,1524,128050.25
64,1525,123968.95
65,1526,76590.24
66,1527,104765.836
67,1528,146846.31
68,1529,131184.66
69,1530,188611.69
70,1531,91466.39
71,1532,74103.69
72,1533,148353.23
73,1534,102842.125
74,1535,139835.94
75,1536,110383.77
76,1537,26131.77
77,1538,98609.39
78,1539,187376.33
79,1540,106325.8
80,1541,118483.47
81,1542,88420.99
82,1543,154359.98
83,1544,68292.7
84,1545,75086.84
85,1546,113170.3
86,1547,100619.29
87,1548,85315.8
88,1549,73603.234
89,1550,123998.16
90,1551,80146.414
91,1552,171636.56
92,1553,136663.36
93,1554,127294.4
94,1555,161890.5
95,1556,70541.875
96,1557,98847.53
97,1558,62830.17
98,1559,29122.812
99,1560,133672.16
100,1561,61311.664
101,1562,129429.95
102,1563,108685.36
103,1564,140601.38
104,1565,126855.4
105,1566,268829.6
106,1567,56359.727
107,1568,249755.19
108,1569,139412.42
109,1570,137708.02
110,1571,128596.0
111,1572,138033.05
112,1573,246428.48
113,1574,53469.08
114,1575,250388.11
115,1576,260988.98
116,1577,192242.33
117,1578,127429.16
118,1579,149264.11
119,1580,190802.05
120,1581,159581.64
121,1582,113773.08
122,1583,324872.8
123,1584,233054.56
124,1585,140177.53
125,1586,39710.15
126,1587,89188.53
127,1588,134834.48
128,1589,85972.48
129,1590,122487.67
130,1591,84825.94
131,1592,68663.83
132,1593,114864.484
133,1594,170341.98
134,1595,53305.266
135,1596,199243.52
136,1597,173308.83
137,1598,178574.14
138,1599,183634.7
139,1600,192857.05
140,1601,65798.91
141,1602,98385.984
142,1603,92943.016
143,1604,257879.88
144,1605,246134.05
145,1606,185443.58
146,1607,181654.05
147,1608,222190.11
148,1609,175526.39
149,1610,139930.94
150,1611,124783.484
151,1612,146183.89
152,1613,155162.05
153,1614,77912.195
154,1615,94245.6
155,1616,79695.86
156,1617,100557.016
157,1618,121321.516
158,1619,151623.08
159,1620,155629.11
160,1621,117888.84
161,1622,107465.266
162,1623,285291.9
163,1624,212603.22
164,1625,100891.016
165,1626,168337.86
166,1627,181891.02
167,1628,271200.78
168,1629,167683.8
169,1630,335408.6
170,1631,199787.11
171,1632,215274.36
172,1633,162272.08
173,1634,176994.83
174,1635,163570.05
175,1636,140757.44
176,1637,112254.53
177,1638,214152.73
178,1639,180093.58
179,1640,284298.75
180,1641,177960.3
181,1642,207768.2
182,1643,204535.38
183,1644,202341.2
184,1645,252627.3
185,1646,150329.92
186,1647,160023.4
187,1648,109589.11
188,1649,121220.63
189,1650,126396.41
190,1651,131893.58
191,1652,77618.55
192,1653,95947.33
193,1654,153034.94
194,1655,143671.28
195,1656,141535.16
196,1657,142171.31
197,1658,149898.33
198,1659,110341.36
199,1660,150549.58
200,1661,402600.88
201,1662,331856.7
202,1663,344873.8
203,1664,347598.94
204,1665,297055.4
205,1666,329600.06
206,1667,331615.38
207,1668,332544.5
208,1669,301807.25
209,1670,321895.44
210,1671,268756.44
211,1672,396180.0
212,1673,303315.38
213,1674,265704.0
214,1675,186958.08
215,1676,196823.92
216,1677,204334.02
217,1678,489211.44
218,1679,349925.38
219,1680,296969.0
220,1681,229204.4
221,1682,290626.12
222,1683,177947.62
223,1684,167900.89
224,1685,156141.33
225,1686,160351.11
226,1687,164723.14
227,1688,190907.95
228,1689,187726.31
229,1690,187369.73
230,1691,178911.39
231,1692,249549.77
232,1693,140665.23
233,1694,161682.33
234,1695,147723.61
235,1696,271075.56
236,1697,155764.89
237,1698,323269.25
238,1699,342087.6
239,1700,239605.2
240,1701,267151.47
241,1702,258117.23
242,1703,260399.78
243,1704,280946.75
244,1705,228263.1
245,1706,280033.8
246,1707,186499.92
247,1708,179265.33
248,1709,255787.95
249,1710,215139.7
250,1711,241594.17
251,1712,231779.44
252,1713,238819.84
253,1714,201872.14
254,1715,184232.84
255,1716,183382.45
256,1717,166841.08
257,1718,112873.125
258,1719,193490.6
259,1720,153377.73
260,1721,159431.97
261,1722,103512.11
262,1723,136512.84
263,1724,216363.48
264,1725,231923.45
265,1726,173944.69
266,1727,135858.44
267,1728,145867.86
268,1729,165969.05
269,1730,143109.39
270,1731,125177.78
271,1732,127197.81
272,1733,104950.625
273,1734,111823.42
274,1735,137208.31
275,1736,109900.13
276,1737,336669.56
277,1738,233616.1
278,1739,265130.56
279,1740,202827.05
280,1741,171185.38
281,1742,161906.8
282,1743,159924.12
283,1744,323927.97
284,1745,215049.17
285,1746,216115.45
286,1747,244685.73
287,1748,267829.53
288,1749,149331.73
289,1750,114195.84
290,1751,277918.88
291,1752,99102.78
292,1753,141211.52
293,1754,199024.27
294,1755,148992.95
295,1756,135360.05
296,1757,125390.125
297,1758,134945.66
298,1759,145993.36
299,1760,177265.61
300,1761,135187.7
301,1762,189212.23
302,1763,169194.0
303,1764,95173.73
304,1765,208905.48
305,1766,202464.0
306,1767,262733.06
307,1768,137379.95
308,1769,176401.83
309,1770,161375.4
310,1771,102166.75
311,1772,122871.59
312,1773,107638.08
313,1774,101172.97
314,1775,128256.625
315,1776,113983.766
316,1777,120262.62
317,1778,150781.86
318,1779,87539.11
319,1780,143999.08
320,1781,119307.484
321,1782,70673.72
322,1783,148780.44
323,1784,138713.7
324,1785,139439.06
325,1786,172717.72
326,1787,193392.95
327,1788,81525.15
328,1789,89760.56
329,1790,87976.625
330,1791,240895.77
331,1792,155465.69
332,1793,122714.87
333,1794,163057.7
334,1795,110042.375
335,1796,110816.984
336,1797,64311.164
337,1798,117226.72
338,1799,100248.445
339,1800,92816.555
340,1801,124462.84
341,1802,97662.375
342,1803,142751.42
343,1804,124476.08
344,1805,123396.234
345,1806,109671.84
346,1807,114005.75
347,1808,125087.41
348,1809,108300.89
349,1810,113897.08
350,1811,139727.64
351,1812,75645.59
352,1813,105149.83
353,1814,78630.11
354,1815,51650.652
355,1816,103656.64
356,1817,89878.58
357,1818,146774.42
358,1819,117483.76
359,1820,42657.203
360,1821,118324.84
361,1822,164624.83
362,1823,29003.502
363,1824,130375.734
364,1825,131067.56
365,1826,82193.64
366,1827,79206.98
367,1828,75939.83
368,1829,78321.445
369,1830,111625.92
370,1831,147133.89
371,1832,46027.52
372,1833,113949.72
373,1834,115181.2
374,1835,86126.45
375,1836,112308.73
376,1837,58474.082
377,1838,123070.55
378,1839,129352.63
379,1840,152863.39
380,1841,62669.305
381,1842,65736.59
382,1843,120527.96
383,1844,126173.69
384,1845,103181.89
385,1846,140110.05
386,1847,158268.64
387,1848,57255.113
388,1849,82975.46
389,1850,83698.766
390,1851,154552.42
391,1852,71371.91
392,1853,134598.8
393,1854,182142.95
394,1855,153461.39
395,1856,217369.05
396,1857,227649.9
397,1858,124914.36
398,1859,84163.484
399,1860,132134.55
400,1861,87474.39
401,1862,302407.78
402,1863,302840.0
403,1864,302839.66
404,1865,320887.56
405,1866,323256.7
406,1867,240910.77
407,1868,301543.06
408,1869,209985.67
409,1870,252230.86
410,1871,246158.83
411,1872,155891.92
412,1873,254963.55
413,1874,118520.39
414,1875,194515.05
415,1876,180199.61
416,1877,214141.7
417,1878,192334.55
418,1879,99304.1
419,1880,135899.02
420,1881,265871.94
421,1882,248913.98
422,1883,189652.38
423,1884,200557.25
424,1885,251100.73
425,1886,268991.5
426,1887,204265.55
427,1888,274911.44
428,1889,161389.11
429,1890,108402.05
430,1891,101677.36
431,1892,80567.72
432,1893,78347.5
433,1894,134979.16
434,1895,101254.266
435,1896,126055.92
436,1897,134597.88
437,1898,118635.99
438,1899,192113.84
439,1900,163258.55
440,1901,119701.36
441,1902,118018.97
442,1903,222387.2
443,1904,116015.05
444,1905,183449.66
445,1906,127428.07
446,1907,192427.14
447,1908,85874.69
448,1909,122807.05
449,1910,112269.25
450,1911,184965.75
451,1912,340325.3
452,1913,150394.33
453,1914,91046.14
454,1915,293383.12
455,1916,81713.305
456,1917,255950.19
457,1918,133258.34
458,1919,197725.73
459,1920,145511.86
460,1921,389722.7
461,1922,310929.0
462,1923,227229.64
463,1924,255025.75
464,1925,205686.11
465,1926,365635.56
466,1927,125432.125
467,1928,151794.11
468,1929,125608.84
469,1930,115914.39
470,1931,140926.11
471,1932,125028.87
472,1933,176258.98
473,1934,161190.53
474,1935,162529.17
475,1936,162653.83
476,1937,186299.73
477,1938,159278.0
478,1939,214124.84
479,1940,160828.55
480,1941,154391.95
481,1942,171750.55
482,1943,203308.3
483,1944,325739.66
484,1945,340086.16
485,1946,173800.08
486,1947,167902.39
487,1948,194353.52
488,1949,253696.77
489,1950,196406.86
490,1951,297257.38
491,1952,243440.19
492,1953,183880.67
493,1954,188619.48
